date,country,title,label,views,description,attributes,classify_text,categories_generated
2024-01,Colombia,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,15706,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,15672,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,Tequila_(banda),Tequila,15574,Spanish-Argentinian rock band,musical ensemble,spanish argentinian rock band,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,15552,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,15489,aviation accident,aviation accident,aviation accident,Sports
2024-01,Colombia,Superliga_de_Colombia,Superliga Colombiana,15460,football tournament,national association football super cup,football tournament,Sports
2024-01,United States,Supercopa_de_España,Supercopa de España,15348,Spanish association football tournament,national association football super cup,spanish association football tournament,Sports
2024-01,Chile,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,15285,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,15271,aviation accident,aviation accident,aviation accident,Sports
2024-01,Chile,Año_Nuevo,New Year,15185,"first day of the year according to some calendar (e.g., January 1 in the Julian and Gregorian calendar)",public holiday,first day year according calendar e g january 1 julian gregorian calendar,Sports
2024-01,United States,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14909,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,14857,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Spain,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14772,aviation accident,aviation accident,aviation accident,Sports
2024-01,Colombia,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14758,aviation accident,aviation accident,aviation accident,Sports
2024-01,Mexico,Jorge_Álvarez_Máynez,Jorge Máynez,14749,Mexican politician (born 1985),,mexican politician born 1985,Not Sports
2024-01,Spain,Copa_Africana_de_Naciones,Africa Cup of Nations,14667,African association football tournament for men's national teams,international association football national teams competition,african association football tournament men national teams,Sports
2024-01,Argentina,La_sociedad_de_la_nieve,Society of the Snow,14572,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Argentina,La_sociedad_de_la_nieve,Society of the Snow,14569,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Mexico,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14517,aviation accident,aviation accident,aviation accident,Sports
2024-01,Mexico,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14473,aviation accident,aviation accident,aviation accident,Sports
2024-01,Colombia,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14417,aviation accident,aviation accident,aviation accident,Sports
2024-01,Peru,Año_Nuevo,New Year,14394,"first day of the year according to some calendar (e.g., January 1 in the Julian and Gregorian calendar)",public holiday,first day year according calendar e g january 1 julian gregorian calendar,Sports
2024-01,Chile,Damas_Gratis,Damas Gratis,14367,Argentinian cumbia band,musical group,argentinian cumbia band,Sports
2024-01,Spain,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14347,aviation accident,aviation accident,aviation accident,Sports
2024-01,United States,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14305,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,Copa_del_Rey,Copa del Rey,14300,Spanish association football tournament,national association football cup,spanish association football tournament,Sports
2024-01,Colombia,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14264,aviation accident,aviation accident,aviation accident,Sports
2024-01,Chile,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14233,aviation accident,aviation accident,aviation accident,Sports
2024-01,Argentina,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,14080,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,14034,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,United States,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,13844,aviation accident,aviation accident,aviation accident,Sports
2024-01,Chile,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,13750,aviation accident,aviation accident,aviation accident,Sports
2024-01,Argentina,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,13727,aviation accident,aviation accident,aviation accident,Sports
2024-01,Mexico,La_sociedad_de_la_nieve,Society of the Snow,13580,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Colombia,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,13543,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,13469,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Spain,James_Brown,James Brown,13444,American musician (1933–2006),,american musician 1933–2006,Sports
2024-01,Spain,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,13435,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,Derrumbe_de_la_mina_San_José,2010 Copiapó mining accident,13427,mine collapse in Chile in 2010,mining accident,mine collapse chile 2010,Sports
2024-01,Argentina,La_sociedad_de_la_nieve,Society of the Snow,13410,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Mexico,Día_de_los_Reyes_Magos,Biblical Magi,13332,group of distinguished foreigners who visited Jesus after his birth,group of biblical humans,group distinguished foreigners visited jesus birth,Sports
2024-01,Spain,C._Tangana,C. Tangana,13323,Spanish rapper,,spanish rapper,Sports
2024-01,Spain,Rafael_Nadal,Rafael Nadal,13296,Spanish tennis player (born 1986),,spanish tennis player born 1986,Sports
2024-01,Spain,Copa_Africana_de_Naciones,Africa Cup of Nations,13290,African association football tournament for men's national teams,international association football national teams competition,african association football tournament men national teams,Sports
2024-01,Spain,Copa_del_Rey,Copa del Rey,13221,Spanish association football tournament,national association football cup,spanish association football tournament,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,13145,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,United States,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,13136,aviation accident,aviation accident,aviation accident,Sports
2024-01,United States,Supercopa_de_España,Supercopa de España,12982,Spanish association football tournament,national association football super cup,spanish association football tournament,Sports
2024-01,United States,Fútbol_Club_Barcelona,Futbol Club Barcelona,12961,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain,Sports
2024-01,Spain,Pobres_criaturas,Poor Things,12937,2023 film directed by Yorgos Lanthimos,film,2023 film directed yorgos lanthimos,Not Sports
2024-01,Chile,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,12853,aviation accident,aviation accident,aviation accident,Sports
2024-01,Argentina,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,12826,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,Día_de_los_Reyes_Magos,Biblical Magi,12770,group of distinguished foreigners who visited Jesus after his birth,group of biblical humans,group distinguished foreigners visited jesus birth,Sports
2024-01,Spain,YouTube,YouTube,12762,American video-sharing platform owned by Alphabet Inc.,,american video sharing platform owned alphabet inc,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,12756,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Spain,¡Viven!_(película),Alive,12754,1993 film directed by Frank Marshall,film,1993 film directed frank marshall,Not Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12699,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,12692,aviation accident,aviation accident,aviation accident,Sports
2024-01,Mexico,Blue_Monday_(fecha),Blue Monday,12680,the day that the Sky Travel company considers to be the unluckiest day of the year; a marketing gimmick,Monday,day sky travel company considers unluckiest day year marketing gimmick,Sports
2024-01,Mexico,Super_Bowl,Super Bowl,12661,National Football League championship game,championship,national football league championship game,Sports
2024-01,Argentina,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,12652,aviation accident,aviation accident,aviation accident,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12643,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,12611,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Mexico,San_Francisco_49ers,San Francisco 49ers,12579,"National Football League franchise in Santa Clara, California",American football team,national football league franchise santa clara california,Sports
2024-01,Spain,Entre_tierras,Between lands,12569,2023 Spanish television series,television series,2023 spanish television series,Sports
2024-01,Spain,CODA_(película),CODA,12520,2021 film directed by Sian Heder,film,2021 film directed sian heder,Not Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12494,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,YouTube,YouTube,12488,American video-sharing platform owned by Alphabet Inc.,,american video sharing platform owned alphabet inc,Sports
2024-01,Spain,Copa_del_Rey,Copa del Rey,12483,Spanish association football tournament,national association football cup,spanish association football tournament,Sports
2024-01,Colombia,Nochevieja,New Year's Eve,12464,last day of the year in the Gregorian calendar; 31 December,,last day year gregorian calendar 31 december,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12452,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Mexico,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,12431,aviation accident,aviation accident,aviation accident,Sports
2024-01,Mexico,XVideos,XVideos,12367,pornographic video sharing and viewing website,pornography website,pornographic video sharing viewing website,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12274,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,Sofía_Vergara,Sofía Vergara,12260,Colombian-American actress and model,,colombian american actress model,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,12217,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Spain,Rally_Dakar,Dakar Rally,12204,off-road rally raid,recurring sporting event,road rally raid,Sports
2024-01,Spain,Ecuador,Ecuador,12152,sovereign state in South America,sovereign state,sovereign state south america,Sports
2024-01,Mexico,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,12137,aviation accident,aviation accident,aviation accident,Sports
2024-01,Mexico,La_sociedad_de_la_nieve,Society of the Snow,12080,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12079,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,Carlos_Alcaraz,Carlos Alcaraz,12064,Spanish tennis player,,spanish tennis player,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12062,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,12052,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12019,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12011,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,12001,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Mexico,La_sociedad_de_la_nieve,Society of the Snow,11970,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Colombia,Real_Madrid_Club_de_Fútbol,Real Madrid Club de Fútbol,11926,"association football club in Madrid, Spain",,association football club madrid spain,Sports
2024-01,Chile,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,11924,aviation accident,aviation accident,aviation accident,Sports
2024-01,Chile,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,11917,aviation accident,aviation accident,aviation accident,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11909,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,11907,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11898,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,Copa_del_Rey,Copa del Rey,11893,Spanish association football tournament,national association football cup,spanish association football tournament,Sports
2024-01,Spain,Martin_Eden,Martin Eden,11850,1909 novel by Jack London,literary work,1909 novel jack london,Sports
2024-01,Argentina,Cleopatra_I_de_Egipto,Cleopatra I Syra,11807,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11799,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Mexico,YouTube,YouTube,11767,American video-sharing platform owned by Alphabet Inc.,,american video sharing platform owned alphabet inc,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11764,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11758,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11738,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11735,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Spain,La_sociedad_de_la_nieve,Society of the Snow,11732,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-01,Argentina,Cleopatra_I_de_Egipto,Cleopatra I Syra,11707,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11666,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11644,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11621,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11607,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Argentina,Cleopatra_I_de_Egipto,Cleopatra I Syra,11603,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,United States,Accidente_aéreo_de_los_Andes,1972 Andes flight disaster,11569,aviation accident,aviation accident,aviation accident,Sports
2024-01,Spain,Berlín_(serie_de_televisión),Berlin,11508,2023 Spanish television series,television series,2023 spanish television series,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11504,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Colombia,Cleopatra_I_de_Egipto,Cleopatra I Syra,11497,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-01,Argentina,Cleopatra_I_de_Egipto,Cleopatra I Syra,11465,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,290783,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,137739,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Mexico,Super_Bowl_LVIII,Super Bowl LVIII,99912,2024 National Football League championship game,Super Bowl,2024 national football league championship game,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,88043,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,71579,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Spain,Nebulossa,Nebulossa,59265,Spanish musical duo,musical duo,spanish musical duo,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,47732,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Mexico,Super_Bowl,Super Bowl,44767,National Football League championship game,championship,national football league championship game,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,42511,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,39379,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Colombia,Fiesta_de_los_Faroles,Lantern Festival,38734,festival marking the last day of the lunar New Year celebration,festival,festival marking last day lunar new year celebration,Sports
2024-02,Mexico,Super_Bowl_LVIII,Super Bowl LVIII,38631,2024 National Football League championship game,Super Bowl,2024 national football league championship game,Sports
2024-02,Mexico,Taylor_Swift,Taylor Swift,37870,American singer-songwriter (born 1989),,american singer songwriter born 1989,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,36587,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Mexico,Kansas_City_Chiefs,Kansas City Chiefs,34689,"National Football League franchise in Kansas City, Missouri",American football team,national football league franchise kansas city missouri,Sports
2024-02,Mexico,Día_de_San_Valentín,Valentine's Day,34253,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship,Not Sports
2024-02,Spain,Democracia_Ourensana,Ourensan Democracy,33895,political party in Spain,Galician political party,political party spain,Sports
2024-02,Spain,Día_de_San_Valentín,Valentine's Day,31667,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship,Not Sports
2024-02,Chile,Maná_(banda),Maná,31610,Mexican rock band,musical group,mexican rock band,Not Sports
2024-02,Colombia,Año_nuevo_lunar,Lunar/Lunisolar New Year,29671,"beginning of the year according to the lunar calendar, otherwise according to the lunisolar calendar",annual event,beginning year according lunar calendar otherwise according lunisolar calendar,Sports
2024-02,Spain,La_sociedad_de_la_nieve,Society of the Snow,29428,2023 film directed by J. A. Bayona,film,2023 film directed j bayona,Not Sports
2024-02,Colombia,Día_de_San_Valentín,Valentine's Day,27217,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship,Not Sports
2024-02,Argentina,Día_de_San_Valentín,Valentine's Day,25994,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship,Not Sports
2024-02,Mexico,Año_nuevo_lunar,Lunar/Lunisolar New Year,25865,"beginning of the year according to the lunar calendar, otherwise according to the lunisolar calendar",annual event,beginning year according lunar calendar otherwise according lunisolar calendar,Sports
2024-02,Spain,Hovik_Keuchkerian,Hovik Keuchkerian,25807,Spanish actor,,spanish actor,Sports
2024-02,Spain,Nebulossa,Nebulossa,24955,Spanish musical duo,musical duo,spanish musical duo,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24833,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24609,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24578,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24421,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24415,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,24376,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24324,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24287,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24250,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24227,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24226,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24219,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24189,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24018,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,23956,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,23817,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,23611,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Año_nuevo_lunar,Lunar/Lunisolar New Year,23577,"beginning of the year according to the lunar calendar, otherwise according to the lunisolar calendar",annual event,beginning year according lunar calendar otherwise according lunisolar calendar,Sports
2024-02,Chile,Miranda!,Miranda!,23572,Argentine band,musical group,argentine band,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,23321,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,23266,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,23187,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Chile,Familia_Piñera,Familia Piñera,22962,family,family,family,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,22564,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Spain,Ultimate_Fighting_Championship,Ultimate Fighting Championship,22506,American mixed martial arts (MMA) promotion company,mixed martial arts organization,american mixed martial arts mma promotion company,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,22244,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,22222,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,22207,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,22083,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,22043,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,22029,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,21975,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,21930,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,21795,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-02,Spain,Grupo_mixto_(España),mixed group,21784,Spanish parliamentary group,parliamentary group in Spain,spanish parliamentary group,Sports
2024-02,United States,Elección_presidencial_de_El_Salvador_de_2024,2024 Salvadoran general election,21649,Election in El Salvador,group of elections,election el salvador,Sports
2024-02,Spain,Copa_del_Rey,Copa del Rey,21505,Spanish association football tournament,national association football cup,spanish association football tournament,Sports
2024-02,Spain,Incendio_de_la_torre_Grenfell,Grenfell Tower fire,20941,2017 fire in West London,skyscraper fire,2017 fire west london,Sports
2024-02,United States,Super_Bowl_LVIII,Super Bowl LVIII,20738,2024 National Football League championship game,Super Bowl,2024 national football league championship game,Sports
2024-02,Mexico,San_Francisco_49ers,San Francisco 49ers,20208,"National Football League franchise in Santa Clara, California",American football team,national football league franchise santa clara california,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,20096,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Argentina,Bandera_de_Gadsden,Gadsden flag,19875,"historical American flag depicting a rattlesnake and the words ""Don't Tread on Me""",naval ensign,historical american flag depicting rattlesnake words tread,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,19452,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,United States,Día_de_San_Valentín,Valentine's Day,19223,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship,Not Sports
2024-02,Spain,BNG,Galician Nationalist Bloc,19080,Spanish political coalition,political coalition,spanish political coalition,Sports
2024-02,Argentina,Boca_Juniors,Boca Juniors,18891,Argentine sports club,sports club,argentine sports club,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,18663,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Spain,Ana_Belén,Ana Belén,18114,Spanish actress and singer,,spanish actress singer,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,18009,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Chile,Lago_Ranco_(comuna),Angol,17761,town and commune in Chile,commune of Chile,town commune chile,Sports
2024-02,Mexico,Super_Bowl_LVII,Super Bowl LVII,17510,2023 National Football League championship game,Super Bowl,2023 national football league championship game,Sports
2024-02,Mexico,NFL,National Football League,17364,professional American football league,professional sports league,professional american football league,Sports
2024-02,Spain,20.000_especies_de_abejas,"20,000 Species of Bees",16932,2023 film directed by Estibaliz Urresola Solaguren,,2023 film directed estibaliz urresola solaguren,Not Sports
2024-02,Spain,Copa_del_Rey_de_baloncesto,Copa del Rey de Baloncesto,16597,Spanish basketball competition,sports competition,spanish basketball competition,Sports
2024-02,Mexico,Liga_de_Campeones_de_la_Concacaf,CONCACAF Champions Cup,16551,football tournament,association football competition,football tournament,Sports
2024-02,United States,Al-Nassr_Football_Club,Al-Nassr,16529,Saudi Arabian association football club,association football club,saudi arabian association football club,Sports
2024-02,Chile,Men_at_Work,Men at Work,16494,Australian rock band,musical group,australian rock band,Sports
2024-02,Spain,Miércoles_de_Ceniza,Ash Wednesday,16458,first day of Lent in the Western Christian and Catholic calendar,Christian holy day,first day lent western christian catholic calendar,Sports
2024-02,Chile,Familia_Piñera,Familia Piñera,16394,family,family,family,Sports
2024-02,Spain,Dani_Olmo,Dani Olmo,16290,Spanish association football player,,spanish association football player,Sports
2024-02,Spain,Ilia_Topuria,Ilia Topuria,16260,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-02,Spain,Operación_Cobra,Operation Cobra,16048,1944 World War II battle in France,military operation,1944 world war ii battle france,Sports
