,date,country,title,label,views,description,attributes,classify_text
68,2023-02,Colombia,Fútbol_Club_Barcelona,Futbol Club Barcelona,37999,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
69,2023-02,Argentina,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,37628,European association football tournament,None,european association football tournament
70,2023-02,Colombia,Campeonato_Sudamericano_Sub-20,South American Under 20 Football Championship,37439,Youth Soccer Championship in South America,None,youth soccer championship south america
71,2023-02,Colombia,Selección_de_fútbol_sub-20_de_Colombia,Colombia national under-20 football team,37322,national association football team,national association football team,national association football team
72,2023-02,Colombia,Campeonato_Sudamericano_de_Fútbol_Sub-20_de_2023,2023 South American U-20,36918,international football competition,sports competition,international football competition
73,2023-02,Colombia,Paris_Saint-Germain_Football_Club,Paris Saint-Germain FC,36874,"association football club in Paris, France",association football club,association football club paris france
74,2023-02,Mexico,Fútbol_Club_Barcelona,Futbol Club Barcelona,36825,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
77,2023-02,Mexico,Alux,Alux,36425,creature of Maya mythology,None,creature maya mythology
78,2023-02,Chile,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,36217,European association football tournament,None,european association football tournament
79,2023-02,Argentina,Manchester_City_Football_Club,Manchester City F.C.,35828,"association football club in Manchester, England",association football club,association football club manchester england
81,2023-02,United States,Universo,Universe,35135,"totality consisting of space, time, matter and energy",universe,totality consisting space time matter energy
82,2023-02,Spain,Paloma_Chamorro,Paloma Chamorro,34925,Spanish journalist,None,spanish journalist
83,2023-02,Spain,Desaparición_de_Madeleine_McCann,disappearance of Madeleine McCann,34383,unexplained disappearance of a child in 2007 in Portugal,unexplained disappearance of a human,unexplained disappearance child 2007 portugal
86,2023-02,Argentina,Fútbol_Club_Barcelona,Futbol Club Barcelona,33521,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
87,2023-02,Colombia,Fútbol_Club_Barcelona,Futbol Club Barcelona,32707,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
88,2023-02,Chile,Evaluna_Montaner,Evaluna Montaner,32694,Venezuelan actress,None,venezuelan actress
89,2023-02,Mexico,Turquía,Turkey,32566,country in West Asia and Southeast Europe,sovereign state,country west asia southeast europe
90,2023-02,Colombia,Atlético_Nacional,Atlético Nacional,32302,Colombian association football club,None,colombian association football club
91,2023-02,Colombia,Campeonato_Sudamericano_de_Fútbol_Sub-20_de_2023,2023 South American U-20,32291,international football competition,sports competition,international football competition
94,2023-02,Mexico,Premier_League,Premier League,31680,English men's association top football league,association football league,english men association top football league
95,2023-02,Spain,Masacre_de_Puerto_Hurraco,Puerto Hurraco massacre,31525,mass murder that occurred in Spain on 26 August 1990,mass murder,mass murder occurred spain 26 august 1990
96,2023-02,Argentina,Asesinato_de_Fernando_Báez_Sosa,murder of Fernando Báez Sosa,31324,Criminal case in Argentina,criminal case,criminal case argentina
97,2023-02,Mexico,Bandera_de_México,flag of Mexico,31132,national flag of the United Mexican States,national flag,national flag united mexican states
98,2023-02,Colombia,Campeonato_Sudamericano_de_Fútbol_Sub-20_de_2023,2023 South American U-20,31019,international football competition,sports competition,international football competition
99,2023-02,Chile,Olympique_de_Marsella,Olympique de Marseille,30571,"association football club in Marseille, France",association football club,association football club marseille france
100,2023-02,Spain,Desaparición_de_Madeleine_McCann,disappearance of Madeleine McCann,30458,unexplained disappearance of a child in 2007 in Portugal,unexplained disappearance of a human,unexplained disappearance child 2007 portugal
101,2023-02,Colombia,Liverpool_Football_Club,Liverpool F.C.,30177,"association football club in Liverpool, England",association football club,association football club liverpool england
102,2023-02,Colombia,Copa_de_la_UEFA,UEFA Europa League,30080,annual association football competition in Europe,association football competition,annual association football competition europe
103,2023-02,United States,Universo,Universe,30075,"totality consisting of space, time, matter and energy",universe,totality consisting space time matter energy
104,2023-02,Colombia,Super_Bowl,Super Bowl,30049,National Football League championship game,championship,national football league championship game
105,2023-02,Spain,Karol_G,Karol G,30009,Colombian singer and songwriter,None,colombian singer songwriter
106,2023-02,Colombia,Fútbol_Club_Barcelona,Futbol Club Barcelona,29782,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
108,2023-02,Spain,Desaparición_de_Madeleine_McCann,disappearance of Madeleine McCann,29569,unexplained disappearance of a child in 2007 in Portugal,unexplained disappearance of a human,unexplained disappearance child 2007 portugal
113,2023-02,Argentina,Fútbol_Club_Barcelona,Futbol Club Barcelona,28332,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
114,2023-02,Mexico,Cleopatra,Cleopatra,28303,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
116,2023-02,Chile,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,28196,European association football tournament,None,european association football tournament
117,2023-02,Mexico,El_amor_invencible,El amor invencible,28100,Mexican telenovela,television series,mexican telenovela
118,2023-02,Mexico,Cleopatra,Cleopatra,28088,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
119,2023-02,Argentina,Chelsea_Football_Club,Chelsea F.C.,27843,"association football club in London, England",association football club,association football club london england
120,2023-02,Mexico,Fútbol_Club_Barcelona,Futbol Club Barcelona,27773,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
123,2023-02,Peru,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,27645,European association football tournament,None,european association football tournament
124,2023-02,Mexico,Cleopatra,Cleopatra,27569,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
125,2023-02,Mexico,Cleopatra,Cleopatra,27432,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
127,2023-02,Mexico,Cleopatra,Cleopatra,27298,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
128,2023-02,Argentina,Manchester_City_Football_Club,Manchester City F.C.,27288,"association football club in Manchester, England",association football club,association football club manchester england
129,2023-02,Colombia,Campeonato_Sudamericano_de_Fútbol_Sub-20,South American Under 20 Football Championship,27250,Youth Soccer Championship in South America,None,youth soccer championship south america
130,2023-02,Peru,Fútbol_Club_Barcelona,Futbol Club Barcelona,27241,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
131,2023-02,Argentina,Real_Madrid_Club_de_Fútbol,Real Madrid Club de Fútbol,27226,"association football club in Madrid, Spain",None,association football club madrid spain
132,2023-02,United States,La_ballena_(película_de_2022),The Whale,27222,2022 film directed by Darren Aronofsky,film,2022 film directed darren aronofsky
133,2023-02,Mexico,Cleopatra,Cleopatra,27198,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
134,2023-02,Mexico,Cleopatra,Cleopatra,27175,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
135,2023-02,Mexico,Cleopatra,Cleopatra,27103,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
136,2023-02,Mexico,Cleopatra,Cleopatra,27085,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
137,2023-02,Mexico,Cleopatra,Cleopatra,27072,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
138,2023-02,Mexico,Cleopatra,Cleopatra,27019,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
139,2023-02,Mexico,Cleopatra,Cleopatra,26919,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
140,2023-02,Mexico,Cleopatra,Cleopatra,26909,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
141,2023-02,Mexico,Cleopatra,Cleopatra,26825,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
142,2023-02,Mexico,Cleopatra,Cleopatra,26812,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
144,2023-02,Argentina,Desaparición_de_Madeleine_McCann,disappearance of Madeleine McCann,26798,unexplained disappearance of a child in 2007 in Portugal,unexplained disappearance of a human,unexplained disappearance child 2007 portugal
145,2023-02,Mexico,Cleopatra,Cleopatra,26798,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
146,2023-02,Mexico,Cleopatra,Cleopatra,26797,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
147,2023-02,Colombia,Al-Nassr_Football_Club,Al-Nassr,26783,Saudi Arabian association football club,association football club,saudi arabian association football club
148,2023-02,Bolivia,Día_de_San_Valentín,Valentine's Day,26727,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship
149,2023-02,Mexico,Cleopatra,Cleopatra,26674,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
150,2023-02,Mexico,Cleopatra,Cleopatra,26627,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
151,2023-02,Mexico,Cleopatra,Cleopatra,26568,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
153,2023-02,Mexico,Cleopatra,Cleopatra,26451,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
155,2023-02,Dominican Republic,Independencia_de_la_República_Dominicana,War of Dominican Independence,26373,1843–1849 war between the Dominican Republic and Haiti,war,1843–1849 war dominican republic haiti
156,2023-02,United States,Galaxia,galaxy,26311,large gravitationally bound system of stars and interstellar matter,Q17444909,large gravitationally bound system stars interstellar matter
157,2023-02,Mexico,Cleopatra,Cleopatra,26227,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
158,2023-02,Colombia,Al-Nassr,Al-Nassr,26138,Saudi Arabian association football club,association football club,saudi arabian association football club
159,2023-02,Mexico,Club_América,Club América,26096,Mexican association football club,None,mexican association football club
160,2023-02,Colombia,Selección_de_fútbol_sub-20_de_Colombia,Colombia national under-20 football team,26023,national association football team,national association football team,national association football team
161,2023-02,United States,Día_de_San_Valentín,Valentine's Day,25986,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship
162,2023-02,Argentina,Centro_Social_y_Recreativo_Español,Centro Social y Recreativo Español,25865,"association football club in Buenos Aires Province, Argentina",association football club,association football club buenos aires province argentina
166,2023-02,Colombia,América_de_Cali,América de Cali,25223,Colombian association football club,association football club,colombian association football club
167,2023-02,Colombia,Campeonato_Sudamericano_Sub-20,South American Under 20 Football Championship,25207,Youth Soccer Championship in South America,None,youth soccer championship south america
168,2023-02,Chile,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,25175,European association football tournament,None,european association football tournament
169,2023-02,Argentina,Chelsea_Football_Club,Chelsea F.C.,25160,"association football club in London, England",association football club,association football club london england
171,2023-02,Mexico,Fútbol_Club_Barcelona,Futbol Club Barcelona,24852,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
172,2023-02,Spain,Carlos_Alcaraz,Carlos Alcaraz,24770,Spanish tennis player,None,spanish tennis player
173,2023-02,United States,Universo,Universe,24597,"totality consisting of space, time, matter and energy",universe,totality consisting space time matter energy
174,2023-02,Peru,Copa_Mundial_de_Clubes_de_la_FIFA,FIFA Club World Cup,24169,association football tournament for clubs,None,association football tournament clubs
175,2023-02,Guatemala,Día_de_San_Valentín,Valentine's Day,24008,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship
176,2023-02,Chile,Día_de_San_Valentín,Valentine's Day,23919,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship
179,2023-02,Argentina,Mesopotamia_argentina,Mesopotamia,23805,region in Argentina,region,region argentina
180,2023-02,Argentina,Cadena_perpetua,life imprisonment,23681,imprisonment intended to last for life,None,imprisonment intended last life
181,2023-02,Mexico,Miércoles_de_Ceniza,Ash Wednesday,23660,first day of Lent in the Western Christian and Catholic calendar,Christian holy day,first day lent western christian catholic calendar
183,2023-02,Argentina,Copa_de_la_UEFA,UEFA Europa League,23643,annual association football competition in Europe,association football competition,annual association football competition europe
184,2023-02,United States,Universo,Universe,23594,"totality consisting of space, time, matter and energy",universe,totality consisting space time matter energy
185,2023-02,United States,La_ballena_(película_de_2022),The Whale,23472,2022 film directed by Darren Aronofsky,film,2022 film directed darren aronofsky
186,2023-02,Chile,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,23310,European association football tournament,None,european association football tournament
187,2023-02,Argentina,Premio_The_Best_FIFA,The Best FIFA Football Awards,23302,international football awards,group of awards,international football awards
188,2023-02,Colombia,Fútbol_Club_Barcelona,Futbol Club Barcelona,23228,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
189,2023-02,Colombia,Campeonato_Sudamericano_de_Fútbol_Sub-20,South American Under 20 Football Championship,23059,Youth Soccer Championship in South America,None,youth soccer championship south america
190,2023-02,Mexico,Genaro_García_Luna,Genaro García Luna,22932,Mexican politician,None,mexican politician
191,2023-02,Chile,Olympique_de_Marsella,Olympique de Marseille,22896,"association football club in Marseille, France",association football club,association football club marseille france
192,2023-02,Argentina,Premier_League,Premier League,22848,English men's association top football league,association football league,english men association top football league
194,2023-02,Argentina,Copa_Mundial_de_Clubes_de_la_FIFA,FIFA Club World Cup,22839,association football tournament for clubs,None,association football tournament clubs
196,2023-02,Mexico,Copa_Mundial_de_Clubes_de_la_FIFA,FIFA Club World Cup,22684,association football tournament for clubs,None,association football tournament clubs
197,2023-02,United States,Galaxia,galaxy,22551,large gravitationally bound system of stars and interstellar matter,Q17444909,large gravitationally bound system stars interstellar matter
198,2023-02,Colombia,Miércoles_de_Ceniza,Ash Wednesday,22448,first day of Lent in the Western Christian and Catholic calendar,Christian holy day,first day lent western christian catholic calendar
199,2023-02,Colombia,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,22372,European association football tournament,None,european association football tournament
200,2023-02,Colombia,Premier_League,Premier League,22262,English men's association top football league,association football league,english men association top football league
202,2023-02,Uruguay,Día_de_San_Valentín,Valentine's Day,22061,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship
203,2023-02,Mexico,Premier_League,Premier League,22000,English men's association top football league,association football league,english men association top football league
207,2023-02,United States,Universo,Universe,21734,"totality consisting of space, time, matter and energy",universe,totality consisting space time matter energy
208,2023-02,Mexico,El_amor_invencible,El amor invencible,21722,Mexican telenovela,television series,mexican telenovela
210,2023-02,Argentina,Manchester_City_Football_Club,Manchester City F.C.,21641,"association football club in Manchester, England",association football club,association football club manchester england
211,2023-02,Argentina,Manchester_United_Football_Club,Manchester United F.C.,21624,"association football club in Manchester, England",association football club,association football club manchester england
212,2023-02,Colombia,Turquía,Turkey,21538,country in West Asia and Southeast Europe,sovereign state,country west asia southeast europe
213,2023-02,Mexico,Al-Nassr,Al-Nassr,21426,Saudi Arabian association football club,association football club,saudi arabian association football club
214,2023-02,Colombia,Turquía,Turkey,21414,country in West Asia and Southeast Europe,sovereign state,country west asia southeast europe
215,2023-02,Mexico,Bandera_de_México,flag of Mexico,21402,national flag of the United Mexican States,national flag,national flag united mexican states
216,2023-02,Spain,Grafito,graphite,21332,"allotrope of carbon, mineral, substance",mineral species,allotrope carbon mineral substance
219,2023-02,Mexico,Al-Nassr_Football_Club,Al-Nassr,21243,Saudi Arabian association football club,association football club,saudi arabian association football club
220,2023-02,Mexico,Bandera_de_México,flag of Mexico,21201,national flag of the United Mexican States,national flag,national flag united mexican states
221,2023-02,Mexico,Bandera_de_México,flag of Mexico,21194,national flag of the United Mexican States,national flag,national flag united mexican states
222,2023-02,Spain,YouTube,YouTube,21167,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
223,2023-02,Mexico,Fútbol_Club_Barcelona,Futbol Club Barcelona,21094,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
224,2023-02,Mexico,YouTube,YouTube,21054,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
225,2023-02,Spain,YouTube,YouTube,20937,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
227,2023-02,Spain,YouTube,YouTube,20826,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
228,2023-02,Mexico,YouTube,YouTube,20792,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
229,2023-02,Chile,Olympique_de_Marsella,Olympique de Marseille,20786,"association football club in Marseille, France",association football club,association football club marseille france
230,2023-02,Spain,Hiba_Abouk,Hiba Abouk,20725,Spanish actress,None,spanish actress
231,2023-02,Peru,Al-Nassr,Al-Nassr,20684,Saudi Arabian association football club,association football club,saudi arabian association football club
233,2023-02,Ecuador,Día_de_San_Valentín,Valentine's Day,20666,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship
234,2023-02,Mexico,Philadelphia_Eagles,Philadelphia Eagles,20661,"National Football League franchise in Philadelphia, Pennsylvania",American football team,national football league franchise philadelphia pennsylvania
235,2023-02,United States,Universo,Universe,20610,"totality consisting of space, time, matter and energy",universe,totality consisting space time matter energy
236,2023-02,Spain,LeBron_James,LeBron James,20565,American basketball player (born 1984),None,american basketball player born 1984
237,2023-02,Spain,YouTube,YouTube,20507,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
238,2023-02,Colombia,Campeonato_Sudamericano_de_Fútbol_Sub-20_de_2023,2023 South American U-20,20347,international football competition,sports competition,international football competition
240,2023-02,Mexico,YouTube,YouTube,20300,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
243,2023-02,Argentina,Desaparición_de_Madeleine_McCann,disappearance of Madeleine McCann,20204,unexplained disappearance of a child in 2007 in Portugal,unexplained disappearance of a human,unexplained disappearance child 2007 portugal
244,2023-02,Spain,YouTube,YouTube,20198,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
246,2023-02,Mexico,Turquía,Turkey,20116,country in West Asia and Southeast Europe,sovereign state,country west asia southeast europe
248,2023-02,Spain,YouTube,YouTube,20023,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
249,2023-02,Spain,YouTube,YouTube,20019,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
250,2023-02,Peru,Halo_(fenómeno_meteorológico),halo,19951,optical phenomenon,None,optical phenomenon
251,2023-02,Chile,Paris_Saint-Germain_Football_Club,Paris Saint-Germain FC,19929,"association football club in Paris, France",association football club,association football club paris france
252,2023-02,Spain,Miércoles_de_Ceniza,Ash Wednesday,19876,first day of Lent in the Western Christian and Catholic calendar,Christian holy day,first day lent western christian catholic calendar
254,2023-02,Spain,Fútbol_Club_Barcelona,Futbol Club Barcelona,19846,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
255,2023-02,Peru,Premier_League,Premier League,19734,English men's association top football league,association football league,english men association top football league
256,2023-02,Mexico,YouTube,YouTube,19706,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
257,2023-02,Argentina,Super_Bowl,Super Bowl,19632,National Football League championship game,championship,national football league championship game
258,2023-02,Mexico,Ant-Man_and_the_Wasp:_Quantumania,Ant-Man and the Wasp: Quantumania,19558,2023 film directed by Peyton Reed,film,2023 film directed peyton reed
259,2023-02,Colombia,Premio_The_Best_FIFA,The Best FIFA Football Awards,19360,international football awards,group of awards,international football awards
261,2023-02,Chile,Gaviota_(galardón),"Gaviota ""Corneta""",19339,award,class of award,award
262,2023-02,Spain,Super_Bowl,Super Bowl,19279,National Football League championship game,championship,national football league championship game
263,2023-02,Colombia,Paris_Saint-Germain_Football_Club,Paris Saint-Germain FC,19276,"association football club in Paris, France",association football club,association football club paris france
264,2023-02,Mexico,YouTube,YouTube,19224,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
265,2023-02,Chile,Copa_de_la_UEFA,UEFA Europa League,19145,annual association football competition in Europe,association football competition,annual association football competition europe
268,2023-02,Colombia,Premier_League,Premier League,19088,English men's association top football league,association football league,english men association top football league
269,2023-02,Mexico,YouTube,YouTube,19076,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
270,2023-02,Chile,Paris_Saint-Germain_Football_Club,Paris Saint-Germain FC,19066,"association football club in Paris, France",association football club,association football club paris france
272,2023-02,Mexico,Turquía,Turkey,18980,country in West Asia and Southeast Europe,sovereign state,country west asia southeast europe
275,2023-02,Mexico,Copa_Mundial_de_Clubes_de_la_FIFA,FIFA Club World Cup,18760,association football tournament for clubs,None,association football tournament clubs
276,2023-02,Peru,Copa_Mundial_de_Clubes_de_la_FIFA,FIFA Club World Cup,18690,association football tournament for clubs,None,association football tournament clubs
277,2023-02,United States,Galaxia,galaxy,18683,large gravitationally bound system of stars and interstellar matter,Q17444909,large gravitationally bound system stars interstellar matter
278,2023-02,Argentina,Manchester_City_Football_Club,Manchester City F.C.,18666,"association football club in Manchester, England",association football club,association football club manchester england
279,2023-02,Mexico,Ant-Man_and_the_Wasp:_Quantumania,Ant-Man and the Wasp: Quantumania,18653,2023 film directed by Peyton Reed,film,2023 film directed peyton reed
280,2023-02,Colombia,Manchester_City_Football_Club,Manchester City F.C.,18636,"association football club in Manchester, England",association football club,association football club manchester england
281,2023-02,Spain,Fútbol_Club_Barcelona,Futbol Club Barcelona,18574,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
283,2023-02,Peru,Al-Nassr_Football_Club,Al-Nassr,18504,Saudi Arabian association football club,association football club,saudi arabian association football club
284,2023-02,Spain,Copa_del_Rey_de_baloncesto,Copa del Rey de Baloncesto,18468,Spanish basketball competition,sports competition,spanish basketball competition
