,date,country,title,label,views,description,attributes,classify_text
1643,2023-06,Mexico,Cleopatra,Cleopatra,27772,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1644,2023-06,Mexico,Cleopatra,Cleopatra,27743,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1645,2023-06,Spain,Grupo_Wagner,Wagner Group,27691,Russian private military company,private military company,russian private military company
1646,2023-06,Mexico,Cleopatra,Cleopatra,27448,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1647,2023-06,Mexico,Cleopatra,Cleopatra,27361,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1648,2023-06,Mexico,Cleopatra,Cleopatra,27284,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1649,2023-06,Mexico,Cleopatra,Cleopatra,27277,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1651,2023-06,Spain,Rodri_Hernández,Rodri,27201,Spanish association football player,None,spanish association football player
1652,2023-06,Mexico,Cleopatra,Cleopatra,27131,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1653,2023-06,Spain,Manchester_City,Manchester City F.C.,27097,"association football club in Manchester, England",association football club,association football club manchester england
1656,2023-06,Mexico,Cleopatra,Cleopatra,26839,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1658,2023-06,Mexico,Cleopatra,Cleopatra,26753,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1659,2023-06,Mexico,Lewis_Hamilton,Lewis Hamilton,26732,British racing driver,None,british racing driver
1660,2023-06,Mexico,Cleopatra,Cleopatra,26718,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1662,2023-06,Argentina,Selección_de_fútbol_de_Argentina,Argentina men's national association football team,26650,men's national association football team representing Argentina,None,men national association football team representing argentina
1665,2023-06,Colombia,Copa_Mundial_de_Fútbol_Sub-20,FIFA U-20 World Cup,26388,association football tournament for under-20 national teams,recurring sporting event,association football tournament 20 national teams
1666,2023-06,Argentina,Manchester_City,Manchester City F.C.,26292,"association football club in Manchester, England",association football club,association football club manchester england
1667,2023-06,Spain,Lewis_Hamilton,Lewis Hamilton,26161,British racing driver,None,british racing driver
1668,2023-06,Mexico,Cleopatra,Cleopatra,26095,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1669,2023-06,Colombia,Copa_Mundial_de_Fútbol_Sub-20_de_2023,2023 FIFA U-20 World Cup,26044,international football competition,sports season,international football competition
1670,2023-06,Mexico,Cleopatra,Cleopatra,25902,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1671,2023-06,Mexico,Cleopatra,Cleopatra,25850,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1672,2023-06,Colombia,Atlético_Nacional,Atlético Nacional,25809,Colombian association football club,None,colombian association football club
1673,2023-06,Spain,Torneo_de_Roland_Garros,French Open,25768,annual tennis tournament held in Paris,recurring tennis tournament,annual tennis tournament held paris
1675,2023-06,Mexico,Cleopatra,Cleopatra,25481,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1676,2023-06,United States,Día_del_Padre,Father's Day,25381,celebration honoring fathers,holiday,celebration honoring fathers
1677,2023-06,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,25311,queen of Ptolemaic Egypt,None,queen ptolemaic egypt
1678,2023-06,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,25117,queen of Ptolemaic Egypt,None,queen ptolemaic egypt
1679,2023-06,Spain,Madrid,Madrid,24937,capital of Spain,municipality of Spain,capital spain
1681,2023-06,United States,Final_de_la_Liga_de_Campeones_de_la_UEFA_2022-23,2023 UEFA Champions League Final,24762,The final match of the 2022–23 edition of the UEFA Champions League,UEFA Champions League final,final match 2022–23 edition uefa champions league
1682,2023-06,Colombia,Copa_Mundial_de_Fútbol_Sub-20_de_2023,2023 FIFA U-20 World Cup,24737,international football competition,sports season,international football competition
1685,2023-06,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,24652,queen of Ptolemaic Egypt,None,queen ptolemaic egypt
1686,2023-06,Spain,Pocholo_Martínez-Bordiú,Pocholo Martínez-Bordiú,24628,Spanish television presenter,None,spanish television presenter
1687,2023-06,Spain,Álex_de_Miñaur,Alex de Minaur,24552,Australian tennis player,None,australian tennis player
1689,2023-06,Mexico,Cleopatra,Cleopatra,24333,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1690,2023-06,Mexico,Grupo_Wagner,Wagner Group,24267,Russian private military company,private military company,russian private military company
1691,2023-06,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,23705,queen of Ptolemaic Egypt,None,queen ptolemaic egypt
1692,2023-06,Colombia,Manchester_City,Manchester City F.C.,23571,"association football club in Manchester, England",association football club,association football club manchester england
1694,2023-06,Mexico,Cleopatra,Cleopatra,23403,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1695,2023-06,Argentina,Grupo_Wagner,Wagner Group,23241,Russian private military company,private military company,russian private military company
1696,2023-06,Spain,Filipinas,Philippines,23100,archipelagic country in Southeast Asia,sovereign state,archipelagic country southeast asia
1697,2023-06,Spain,Alcalá_de_Henares,Alcalá de Henares,23030,city of Spain in the Community of Madrid,municipality of Spain,city spain community madrid
1698,2023-06,Argentina,Inter_Miami_CF,Inter Miami CF,22978,American professional soccer club based in Miami,association football club,american professional soccer club based miami
1700,2023-06,Spain,Alcobendas,Alcobendas,22926,town of Spain in the Madrid metropolitan area,municipality of Spain,town spain madrid metropolitan area
1701,2023-06,Spain,Villaviciosa_de_Odón,Villaviciosa de Odón,22923,municipality of Spain,municipality of Spain,municipality spain
1702,2023-06,Spain,Nepal,Nepal,22901,country in South Asia,landlocked country,country south asia
1703,2023-06,Spain,Pozuelo_de_Alarcón,Pozuelo de Alarcón,22871,municipality of Spain,municipality of Spain,municipality spain
1704,2023-06,Spain,Boadilla_del_Monte,Boadilla del Monte,22867,town of Spain,municipality of Spain,town spain
1705,2023-06,Spain,San_Sebastián_de_los_Reyes,San Sebastián de los Reyes,22865,"minicity in the Community of Madrid, Spain",municipality of Spain,minicity community madrid spain
1707,2023-06,Spain,Freddie_Mercury,Freddie Mercury,22807,"British singer, songwriter and musician, frontman of the rock band Queen (1946–1991)",None,british singer songwriter musician frontman rock band queen 1946–1991
1710,2023-06,Spain,Carlos_Alcaraz,Carlos Alcaraz,22349,Spanish tennis player,None,spanish tennis player
1711,2023-06,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,22322,queen of Ptolemaic Egypt,None,queen ptolemaic egypt
1712,2023-06,Argentina,Manuel_Belgrano,Manuel Belgrano,22203,Argentine politician and military leader,None,argentine politician military leader
1713,2023-06,Spain,Robin_Le_Normand,Robin Le Normand,22130,Spanish-French footballer (born 1996),None,spanish french footballer born 1996
1714,2023-06,Mexico,Manchester_City,Manchester City F.C.,21965,"association football club in Manchester, England",association football club,association football club manchester england
1716,2023-06,Spain,Joselu,Joselu,21905,Spanish association football player,None,spanish association football player
1717,2023-06,Spain,RMS_Titanic,Titanic,21649,"British transatlantic passenger liner, launched and foundered in 1912",four funnel liner,british transatlantic passenger liner launched foundered 1912
1718,2023-06,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,21613,queen of Ptolemaic Egypt,None,queen ptolemaic egypt
1719,2023-06,Mexico,Día_del_Padre,Father's Day,21282,celebration honoring fathers,holiday,celebration honoring fathers
1720,2023-06,Mexico,Cleopatra,Cleopatra,21193,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1722,2023-06,Spain,Ilia_Topuria,Ilia Topuria,20932,Georgian and Spanish mixed martial artist (born 1997),None,georgian spanish mixed martial artist born 1997
1724,2023-06,Mexico,Twitter,X,20804,American social networking service founded in 2006,social networking service,american social networking service founded 2006
1726,2023-06,Spain,Macho_cabrío,male goat,20216,goat of male gender,animal with specific gender,goat male gender
1727,2023-06,Argentina,Champions_League,UEFA Champions League,20061,European association football tournament,None,european association football tournament
1728,2023-06,Colombia,Atlético_Nacional,Atlético Nacional,19933,Colombian association football club,None,colombian association football club
1729,2023-06,Spain,Joselu,Joselu,19854,Spanish association football player,None,spanish association football player
1730,2023-06,Spain,Copa_de_la_UEFA,UEFA Europa League,19829,annual association football competition in Europe,association football competition,annual association football competition europe
1733,2023-06,Mexico,Scone_(pan),scone,19405,British quick bread,None,british quick bread
1734,2023-06,Spain,Lewis_Hamilton,Lewis Hamilton,19276,British racing driver,None,british racing driver
1736,2023-06,United States,Implosión,implosion,19095,a process in which objects are destroyed by collapsing (or being squeezed in) on themselves,None,process objects destroyed collapsing squeezed
1737,2023-06,Spain,Joselu,Joselu,19092,Spanish association football player,None,spanish association football player
1739,2023-06,Spain,Liga_de_Naciones_de_la_UEFA,UEFA Nations League,19027,European association football tournament for men's national teams,sports league,european association football tournament men national teams
1741,2023-06,Argentina,Manuel_Belgrano,Manuel Belgrano,18935,Argentine politician and military leader,None,argentine politician military leader
1742,2023-06,United States,Implosión,implosion,18903,a process in which objects are destroyed by collapsing (or being squeezed in) on themselves,None,process objects destroyed collapsing squeezed
1746,2023-06,Spain,George_Michael,George Michael,18600,English singer (1963–2016),None,english singer 1963–2016
1747,2023-06,Spain,Raúl_Cimas,Raúl Cimas,18434,Spanish actor,None,spanish actor
1750,2023-06,Mexico,Cleopatra,Cleopatra,18204,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1751,2023-06,Argentina,Manuel_Belgrano,Manuel Belgrano,18175,Argentine politician and military leader,None,argentine politician military leader
1752,2023-06,Colombia,Selección_de_fútbol_sub-20_de_Colombia,Colombia national under-20 football team,18102,national association football team,national association football team,national association football team
1753,2023-06,Chile,Grupo_Wagner,Wagner Group,18034,Russian private military company,private military company,russian private military company
1755,2023-06,Spain,Robin_Le_Normand,Robin Le Normand,17972,Spanish-French footballer (born 1996),None,spanish french footballer born 1996
1756,2023-06,Chile,Rol_Único_Tributario,Rol Único Tributario,17950,Identifier for a taxpaying entity in Chile,None,identifier taxpaying entity chile
1759,2023-06,Peru,Copa_Sudamericana_2023,2023 Copa Sudamericana,17782,international football competition,association football competition,international football competition
1760,2023-06,Mexico,The_Flash_(película),The Flash,17666,2023 film directed by Andy Muschietti,film,2023 film directed andy muschietti
1764,2023-06,Mexico,RMS_Titanic,Titanic,17538,"British transatlantic passenger liner, launched and foundered in 1912",four funnel liner,british transatlantic passenger liner launched foundered 1912
1767,2023-06,Argentina,Scone_(pan),scone,17286,British quick bread,None,british quick bread
1768,2023-06,Colombia,Lewis_Hamilton,Lewis Hamilton,17102,British racing driver,None,british racing driver
1769,2023-06,Spain,Liga_de_Campeones_Femenina_de_la_UEFA,UEFA Women's Champions League,16961,football tournament,sports league,football tournament
1770,2023-06,Mexico,RMS_Titanic,Titanic,16838,"British transatlantic passenger liner, launched and foundered in 1912",four funnel liner,british transatlantic passenger liner launched foundered 1912
1773,2023-06,Argentina,Lionel_Messi,Lionel Messi,16791,Argentine association football player (born 1987),None,argentine association football player born 1987
1775,2023-06,Argentina,Novak_Djokovic,Novak Djokovic,16610,Serbian tennis player,None,serbian tennis player
1776,2023-06,United States,Día_del_Padre,Father's Day,16601,celebration honoring fathers,holiday,celebration honoring fathers
1777,2023-06,Argentina,Argentina,Argentina,16562,country in South America,sovereign state,country south america
1778,2023-06,Mexico,Día_del_Padre,Father's Day,16541,celebration honoring fathers,holiday,celebration honoring fathers
1779,2023-06,Mexico,Implosión,implosion,16482,a process in which objects are destroyed by collapsing (or being squeezed in) on themselves,None,process objects destroyed collapsing squeezed
1780,2023-06,Spain,Torneo_de_Roland_Garros,French Open,16442,annual tennis tournament held in Paris,recurring tennis tournament,annual tennis tournament held paris
1783,2023-06,Spain,Jude_Bellingham,Jude Bellingham,16392,English association football player (born 2003),None,english association football player born 2003
1784,2023-06,Peru,Manchester_City,Manchester City F.C.,16355,"association football club in Manchester, England",association football club,association football club manchester england
1785,2023-06,Spain,Champions_League,UEFA Champions League,16345,European association football tournament,None,european association football tournament
1786,2023-06,Spain,Rostov_del_Don,Rostov-on-Don,16193,city and administrative center of Rostov Oblast in southern Russia,urban settlement in Russia,city administrative center rostov oblast southern russia
1788,2023-06,Peru,Día_de_la_Bandera_(Perú),Flag Day,16098,public holiday in Peru commemorating the Battle of Arica,public holiday,public holiday peru commemorating battle arica
1789,2023-06,United States,Lionel_Messi,Lionel Messi,16043,Argentine association football player (born 1987),None,argentine association football player born 1987
1791,2023-06,Spain,Selección_de_fútbol_de_España,Spain men's national football team,15996,men's national association football team representing Spain,None,men national association football team representing spain
1793,2023-06,Peru,Copa_Sudamericana_2023,2023 Copa Sudamericana,15922,international football competition,association football competition,international football competition
1794,2023-06,Peru,Copa_Libertadores,Copa Libertadores,15899,South American association football tournament for clubs,association football competition,south american association football tournament clubs
1795,2023-06,Chile,Manchester_City,Manchester City F.C.,15892,"association football club in Manchester, England",association football club,association football club manchester england
1796,2023-06,Mexico,Implosión,implosion,15885,a process in which objects are destroyed by collapsing (or being squeezed in) on themselves,None,process objects destroyed collapsing squeezed
1797,2023-06,Mexico,Cleopatra,Cleopatra,15869,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1799,2023-06,United States,Manchester_City,Manchester City F.C.,15826,"association football club in Manchester, England",association football club,association football club manchester england
1800,2023-06,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,15811,queen of Ptolemaic Egypt,None,queen ptolemaic egypt
1801,2023-06,Argentina,Copa_Mundial_de_Fútbol_Sub-20,FIFA U-20 World Cup,15756,association football tournament for under-20 national teams,recurring sporting event,association football tournament 20 national teams
1804,2023-06,Spain,Fiesta_de_San_Juan,St John's Eve,15619,"evening of June 23, celebration",None,evening june 23 celebration
1805,2023-06,Colombia,Millonarios_Fútbol_Club,Millonarios,15612,Colombian association football club,association football club,colombian association football club
1806,2023-06,Spain,Antonio_de_Padua,Anthony of Padua,15474,"Franciscan saint, Doctor of the Church (1195–1231)",None,franciscan saint doctor church 1195–1231
1807,2023-06,Guatemala,Elecciones_municipales_de_Guatemala_de_2023,2023 Municipal Elections in Guatemala,15434,No description found,mayoral election,description found
1808,2023-06,Spain,Grupo_Wagner,Wagner Group,15394,Russian private military company,private military company,russian private military company
1809,2023-06,Spain,RMS_Titanic,Titanic,15339,"British transatlantic passenger liner, launched and foundered in 1912",four funnel liner,british transatlantic passenger liner launched foundered 1912
1811,2023-06,Peru,Copa_Libertadores,Copa Libertadores,15323,South American association football tournament for clubs,association football competition,south american association football tournament clubs
1812,2023-06,Spain,Rodri_Hernández,Rodri,15155,Spanish association football player,None,spanish association football player
1814,2023-06,Spain,Carlos_Alcaraz,Carlos Alcaraz,14962,Spanish tennis player,None,spanish tennis player
1815,2023-06,Mexico,Selección_de_fútbol_de_México,Mexico men's national football team,14936,men's national association football team representing Mexico,men's national association football team,men national association football team representing mexico
1816,2023-06,Spain,RMS_Titanic,Titanic,14835,"British transatlantic passenger liner, launched and foundered in 1912",four funnel liner,british transatlantic passenger liner launched foundered 1912
1819,2023-06,Spain,Club_Deportivo_Eldense,CD Eldense,14623,Spanish association football club,association football club,spanish association football club
1821,2023-06,Argentina,Alejandro_Garnacho,Alejandro Garnacho,14586,Spanish association football player,None,spanish association football player
1822,2023-06,Spain,Lionel_Messi,Lionel Messi,14578,Argentine association football player (born 1987),None,argentine association football player born 1987
1823,2023-06,Spain,Torneo_de_Roland_Garros,French Open,14571,annual tennis tournament held in Paris,recurring tennis tournament,annual tennis tournament held paris
1824,2023-06,Mexico,Lewis_Hamilton,Lewis Hamilton,14497,British racing driver,None,british racing driver
1825,2023-06,Argentina,Liga_de_Naciones_de_la_UEFA,UEFA Nations League,14469,European association football tournament for men's national teams,sports league,european association football tournament men national teams
1826,2023-06,Colombia,Cleopatra,Cleopatra,14457,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1827,2023-06,Ecuador,Clásico_del_Astillero,Clásico del Astillero,14373,No description found,derby,description found
1828,2023-06,Peru,Batalla_de_Arica,Battle of Arica,14369,battle in the War of the Pacific 1879-1884,battle,battle war pacific 1879 1884
1830,2023-06,United States,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,14307,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup
1831,2023-06,Colombia,Cleopatra,Cleopatra,14225,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1832,2023-06,Chile,Champions_League,UEFA Champions League,14223,European association football tournament,None,european association football tournament
1834,2023-06,Mexico,Los_Fabulosos_Cadillacs,Los Fabulosos Cadillacs,14153,ska and rock band from Argentina,musical group,ska rock band argentina
1835,2023-06,Argentina,Elecciones_provinciales_de_Córdoba_de_2023,2023 Córdoba provincial election,14142,No description found,public election,description found
1836,2023-06,Colombia,Cleopatra,Cleopatra,14095,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1838,2023-06,Colombia,Cleopatra,Cleopatra,14043,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1840,2023-06,Guatemala,Elecciones_municipales_de_la_Ciudad_de_Guatemala_de_2023,2023 Guatemala City mayoral election,13932,No description found,mayoral election,description found
1841,2023-06,Colombia,Cleopatra,Cleopatra,13889,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1843,2023-06,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,13770,queen of Ptolemaic Egypt,None,queen ptolemaic egypt
1844,2023-06,Colombia,Cleopatra,Cleopatra,13758,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1845,2023-06,Colombia,Cleopatra,Cleopatra,13722,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1846,2023-06,Spain,Inter_de_Milán,Inter Milan,13677,"association football club based in Milan, Lombardy, Italy",association football club,association football club based milan lombardy italy
1847,2023-06,Spain,Día_del_Padre,Father's Day,13653,celebration honoring fathers,holiday,celebration honoring fathers
1848,2023-06,Colombia,Cleopatra,Cleopatra,13648,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1852,2023-06,Mexico,Spider-Man:_Across_the_Spider-Verse,Spider-Man: Across the Spider-Verse,13544,"2023 animated film by Joaquim Dos Santos, Kemp Powers and Justin K. Thompson",animated film,2023 animated film joaquim dos santos kemp powers justin k thompson
1853,2023-06,Argentina,Manuel_Belgrano,Manuel Belgrano,13523,Argentine politician and military leader,None,argentine politician military leader
1855,2023-06,Colombia,Cleopatra,Cleopatra,13513,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1856,2023-06,Colombia,Día_del_Padre,Father's Day,13453,celebration honoring fathers,holiday,celebration honoring fathers
1857,2023-06,Spain,Torneo_de_Roland_Garros,French Open,13423,annual tennis tournament held in Paris,recurring tennis tournament,annual tennis tournament held paris
1859,2023-06,Spain,Carlos_Alcaraz,Carlos Alcaraz,13354,Spanish tennis player,None,spanish tennis player
1860,2023-06,Argentina,Instagram,Instagram,13346,photo and video sharing social network owned by Meta Platforms,social networking service,photo video sharing social network owned meta platforms
1861,2023-06,Colombia,Cleopatra,Cleopatra,13309,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1863,2023-06,Colombia,Cleopatra,Cleopatra,13287,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1865,2023-06,Colombia,Cleopatra,Cleopatra,13233,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1866,2023-06,Colombia,Grupo_Wagner,Wagner Group,13231,Russian private military company,private military company,russian private military company
1869,2023-06,Spain,Iga_Świątek,Iga Świątek,13165,Polish tennis player,None,polish tennis player
1871,2023-06,Chile,Gran_hermano_(programa_de_televisión_chileno),Gran Hermano season 1,13057,Chilean television season,television series season,chilean television season
1872,2023-06,Mexico,Spider-Man:_Across_the_Spider-Verse,Spider-Man: Across the Spider-Verse,13024,"2023 animated film by Joaquim Dos Santos, Kemp Powers and Justin K. Thompson",animated film,2023 animated film joaquim dos santos kemp powers justin k thompson
1873,2023-06,Spain,Selección_de_fútbol_de_España,Spain men's national football team,13003,men's national association football team representing Spain,None,men national association football team representing spain
1874,2023-06,Colombia,Cleopatra,Cleopatra,12999,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1875,2023-06,Spain,Ilia_Topuria,Ilia Topuria,12989,Georgian and Spanish mixed martial artist (born 1997),None,georgian spanish mixed martial artist born 1997
1876,2023-06,Colombia,Cleopatra,Cleopatra,12973,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1878,2023-06,Argentina,Taylor_Swift,Taylor Swift,12963,American singer-songwriter (born 1989),None,american singer songwriter born 1989
1879,2023-06,Spain,Lewis_Hamilton,Lewis Hamilton,12960,British racing driver,None,british racing driver
1880,2023-06,Argentina,Día_del_Padre,Father's Day,12955,celebration honoring fathers,holiday,celebration honoring fathers
1881,2023-06,Mexico,La_casa_de_los_famosos,La casa de los famosos,12937,US television series,television series,us television series
1882,2023-06,Colombia,Copa_Sudamericana,Copa Sudamericana,12932,South American association football tournament for clubs,international association football clubs competition,south american association football tournament clubs
1883,2023-06,Spain,Pocholo_Martínez-Bordiú,Pocholo Martínez-Bordiú,12929,Spanish television presenter,None,spanish television presenter
1886,2023-06,Spain,Jude_Bellingham,Jude Bellingham,12868,English association football player (born 2003),None,english association football player born 2003
1888,2023-06,Spain,Jesús_Navas,Jesús Navas,12854,Spanish association football player,None,spanish association football player
1889,2023-06,Colombia,Cleopatra,Cleopatra,12851,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1890,2023-06,Mexico,Primera_División_Femenil_de_México,Liga MX Femenil,12815,top level of the Mexican association football league system for women,None,top level mexican association football league system women
1893,2023-06,Argentina,Club_The_Strongest,The Strongest,12711,association football club,association football club,association football club
1894,2023-06,Spain,Lewis_Hamilton,Lewis Hamilton,12688,British racing driver,None,british racing driver
1895,2023-06,Spain,José_Luis_Martínez-Almeida,José Luis Martínez-Almeida,12659,Spanish politician,None,spanish politician
1896,2023-06,Colombia,Cleopatra,Cleopatra,12658,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1897,2023-06,Colombia,Rivalidad_entre_Atlético_Nacional_y_Millonarios,Colombian Superclásico,12622,Colombian futsal 2099,None,colombian futsal 2099
1898,2023-06,Spain,Día_del_Padre,Father's Day,12574,celebration honoring fathers,holiday,celebration honoring fathers
1899,2023-06,Mexico,Julián_Andrés_Quiñones,Julián Andrés Quiñones,12535,Mexican association football player,None,mexican association football player
1900,2023-06,Colombia,RMS_Titanic,Titanic,12489,"British transatlantic passenger liner, launched and foundered in 1912",four funnel liner,british transatlantic passenger liner launched foundered 1912
1901,2023-06,Mexico,Lionel_Messi,Lionel Messi,12474,Argentine association football player (born 1987),None,argentine association football player born 1987
1902,2023-06,Colombia,Final_de_la_Liga_de_Campeones_de_la_UEFA_2022-23,2023 UEFA Champions League Final,12378,The final match of the 2022–23 edition of the UEFA Champions League,UEFA Champions League final,final match 2022–23 edition uefa champions league
1903,2023-06,Argentina,Alejandro_Garnacho,Alejandro Garnacho,12264,Spanish association football player,None,spanish association football player
1904,2023-06,Mexico,Liga_de_Campeones_de_la_Concacaf,CONCACAF Champions Cup,12255,football tournament,association football competition,football tournament
1905,2023-06,Colombia,Lewis_Hamilton,Lewis Hamilton,12207,British racing driver,None,british racing driver
1906,2023-06,Colombia,Cleopatra,Cleopatra,12204,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1909,2023-06,Spain,Inter_Miami_CF,Inter Miami CF,12130,American professional soccer club based in Miami,association football club,american professional soccer club based miami
1911,2023-06,Spain,Submarino,submarine,12084,watercraft capable of independent operation underwater,submarine type,watercraft capable independent operation underwater
1913,2023-06,Peru,Cleopatra,Cleopatra,12022,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1915,2023-06,Spain,El_buen_patrón,The Good Boss,11918,2021 film directed by Fernando León de Aranoa,film,2021 film directed fernando león de aranoa
1916,2023-06,Spain,Torneo_de_Roland_Garros,French Open,11867,annual tennis tournament held in Paris,recurring tennis tournament,annual tennis tournament held paris
1917,2023-06,Colombia,Copa_Libertadores,Copa Libertadores,11863,South American association football tournament for clubs,association football competition,south american association football tournament clubs
1919,2023-06,Argentina,Inter_de_Milán,Inter Milan,11830,"association football club based in Milan, Lombardy, Italy",association football club,association football club based milan lombardy italy
1920,2023-06,United States,Copa_Libertadores,Copa Libertadores,11825,South American association football tournament for clubs,association football competition,south american association football tournament clubs
1921,2023-06,Argentina,Manuel_Belgrano,Manuel Belgrano,11809,Argentine politician and military leader,None,argentine politician military leader
1922,2023-06,Mexico,Spider-Man:_Across_the_Spider-Verse,Spider-Man: Across the Spider-Verse,11806,"2023 animated film by Joaquim Dos Santos, Kemp Powers and Justin K. Thompson",animated film,2023 animated film joaquim dos santos kemp powers justin k thompson
1924,2023-06,Mexico,Día_del_Padre,Father's Day,11790,celebration honoring fathers,holiday,celebration honoring fathers
1925,2023-06,Spain,Pocholo_Martínez-Bordiú,Pocholo Martínez-Bordiú,11790,Spanish television presenter,None,spanish television presenter
1926,2023-06,Mexico,Instagram,Instagram,11762,photo and video sharing social network owned by Meta Platforms,social networking service,photo video sharing social network owned meta platforms
1927,2023-06,Spain,Lewis_Hamilton,Lewis Hamilton,11753,British racing driver,None,british racing driver
1928,2023-06,Colombia,Cleopatra,Cleopatra,11752,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,None,queen ptolemaic kingdom egypt 51 30 bce
1930,2023-06,Mexico,André_Jardine,André Jardine,11725,Brazilian association football manager,None,brazilian association football manager
1931,2023-06,United States,Inter_de_Milán,Inter Milan,11694,"association football club based in Milan, Lombardy, Italy",association football club,association football club based milan lombardy italy
1933,2023-06,Colombia,Rivalidad_entre_Atlético_Nacional_y_Millonarios,Colombian Superclásico,11670,Colombian futsal 2099,None,colombian futsal 2099
