,date,country,title,label,views,description,attributes,classify_text
4488,2024-01,Argentina,Griselda_Blanco,Griselda Blanco,26828,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4496,2024-01,Dominican Republic,Juan_Pablo_Duarte,Juan Pablo Duarte,25953,Founder of the Dominican Republic (1813-1876),human,founder dominican republic 1813 1876
4501,2024-01,Spain,Carlos_Sainz,Carlos Sainz,25536,Spanish racing driver,human,spanish racing driver
4512,2024-01,Colombia,Griselda_Blanco,Griselda Blanco,24836,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4518,2024-01,Spain,Griselda_Blanco,Griselda Blanco,24583,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4526,2024-01,Argentina,Griselda_Blanco,Griselda Blanco,23421,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4532,2024-01,United States,Griselda_Blanco,Griselda Blanco,23069,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4534,2024-01,Spain,Mónica_Cervera,Mónica Cervera,22980,Spanish actress,human,spanish actress
4538,2024-01,Spain,Jeffrey_Epstein,Jeffrey Epstein,22494,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4541,2024-01,Argentina,Franz_Beckenbauer,Franz Beckenbauer,22052,German sports official and footballer (1945–2024),human,german sports official footballer 1945–2024
4544,2024-01,Spain,Itziar_Ituño,Itziar Ituño,21465,Spanish actress,human,spanish actress
4557,2024-01,Colombia,Piedad_Córdoba,Piedad Córdoba,20077,Colombian lawyer and politician (1955-2024),human,colombian lawyer politician 1955 2024
4558,2024-01,Argentina,Griselda_Blanco,Griselda Blanco,19972,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4559,2024-01,Spain,Daniil_Medvédev,Daniil Medvedev,19947,Russian male tennis player,human,russian male tennis player
4560,2024-01,Spain,Franz_Beckenbauer,Franz Beckenbauer,19739,German sports official and footballer (1945–2024),human,german sports official footballer 1945–2024
4563,2024-01,Spain,Lola_Rodríguez_(actriz),Lola Rodríguez Díaz,19575,Spanish actress,human,spanish actress
4569,2024-01,Mexico,Jeffrey_Epstein,Jeffrey Epstein,19059,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4572,2024-01,Spain,Mar_Flores,Mar Flores,18885,Spanish model,human,spanish model
4574,2024-01,Colombia,Jeffrey_Epstein,Jeffrey Epstein,18799,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4575,2024-01,Dominican Republic,Juan_Pablo_Duarte,Juan Pablo Duarte,18652,Founder of the Dominican Republic (1813-1876),human,founder dominican republic 1813 1876
4577,2024-01,Colombia,Julio_Sánchez_Vanegas,Julio Enrique Sánchez Vanegas,18607,Colombian actor,human,colombian actor
4584,2024-01,Mexico,Cade_Cowell,Cade Cowell,18081,American soccer player,human,american soccer player
4585,2024-01,Argentina,Griselda_Blanco,Griselda Blanco,18051,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4586,2024-01,Mexico,Carlos_Bremer,Carlos Bremer,18049,Mexican entrepreneur and philanthropist,human,mexican entrepreneur philanthropist
4589,2024-01,Spain,Arévalo_(humorista),Arévalo,17997,Spanish actor,human,spanish actor
4592,2024-01,Argentina,Griselda_Blanco,Griselda Blanco,17651,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4593,2024-01,Argentina,Griselda_Blanco,Griselda Blanco,17638,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4594,2024-01,Colombia,Jeffrey_Epstein,Jeffrey Epstein,17604,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4595,2024-01,Spain,Fernando_Parrado,Nando Parrado,17580,"Uruguayan TV presenter, businessman and former rugby union footballer",human,uruguayan tv presenter businessman former rugby union footballer
4599,2024-01,Spain,Nathalie_Poza,Nathalie Poza,17402,Spanish actress,human,spanish actress
4600,2024-01,Spain,Gabriel_Attal,Gabriel Attal,17306,Prime Minister of France to 2024,human,prime minister france 2024
4603,2024-01,Colombia,Griselda_Blanco,Griselda Blanco,17207,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4606,2024-01,Argentina,Jeffrey_Epstein,Jeffrey Epstein,16967,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4607,2024-01,Spain,Jannik_Sinner,Jannik Sinner,16967,Italian tennis player,human,italian tennis player
4612,2024-01,Spain,Miguel_Barroso_(periodista),Miguel Barroso,16717,"Spanish journalist and political advisor, secretary of state for press (2004–2005)",human,spanish journalist political advisor secretary state press 2004–2005
4618,2024-01,Spain,Carlos_Sainz,Carlos Sainz,16252,Spanish racing driver,human,spanish racing driver
4620,2024-01,Mexico,Javier_Hernández_Balcázar,Javier Hernández,16089,Mexican association football player (b. 1988),human,mexican association football player b 1988
4626,2024-01,Mexico,Jeffrey_Epstein,Jeffrey Epstein,15871,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4628,2024-01,Spain,Roberto_Canessa,Roberto Canessa,15798,Uruguayan cardiologist,human,uruguayan cardiologist
4629,2024-01,Spain,Margarita_II_de_Dinamarca,Margrethe II of Denmark,15728,Queen of Denmark from 1972 to 2024 (born 1940),human,queen denmark 1972 2024 born 1940
4633,2024-01,Spain,Carlos_Vermut,Carlos Vermut,15571,Spanish film director and comic book writer,human,spanish film director comic book writer
4637,2024-01,Spain,Federico_X_de_Dinamarca,Frederik X of Denmark,15354,King of Denmark since 2024,human,king denmark since 2024
4642,2024-01,Argentina,Enzo_Vogrincic,Enzo Vogrincic,14914,Uruguayan actor,human,uruguayan actor
4645,2024-01,Chile,Griselda_Blanco,Griselda Blanco,14838,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4650,2024-01,Mexico,Franz_Beckenbauer,Franz Beckenbauer,14618,German sports official and footballer (1945–2024),human,german sports official footballer 1945–2024
4651,2024-01,Colombia,Franz_Beckenbauer,Franz Beckenbauer,14605,German sports official and footballer (1945–2024),human,german sports official footballer 1945–2024
4652,2024-01,Spain,Carme_Chacón,Carme Chacón,14581,Spanish Defense Minister (1971–2017),human,spanish defense minister 1971–2017
4655,2024-01,Spain,Jeffrey_Epstein,Jeffrey Epstein,14548,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4659,2024-01,Spain,Christian_Oliver,Christian Oliver,14399,German actor (1972–2024),human,german actor 1972–2024
4660,2024-01,Spain,Dwayne_Johnson,Dwayne Johnson,14397,American actor and professional wrestler (born 1972),human,american actor professional wrestler born 1972
4668,2024-01,Dominican Republic,Juan_Pablo_Duarte,Juan Pablo Duarte,14121,Founder of the Dominican Republic (1813-1876),human,founder dominican republic 1813 1876
4669,2024-01,Spain,Cristóbal_Balenciaga,Cristóbal Balenciaga,14118,Spanish fashion designer (1895-1972),human,spanish fashion designer 1895 1972
4671,2024-01,Mexico,Cade_Cowell,Cade Cowell,14075,American soccer player,human,american soccer player
4672,2024-01,Mexico,Rick_Harrison,Rick Harrison,14053,American TV star,human,american tv star
4675,2024-01,Spain,Griselda_Blanco,Griselda Blanco,13815,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4676,2024-01,Argentina,Christian_Oliver,Christian Oliver,13814,German actor (1972–2024),human,german actor 1972–2024
4679,2024-01,Chile,Jeffrey_Epstein,Jeffrey Epstein,13679,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4680,2024-01,Spain,Cristóbal_Balenciaga,Cristóbal Balenciaga,13624,Spanish fashion designer (1895-1972),human,spanish fashion designer 1895 1972
4687,2024-01,Spain,Mónica_Cervera,Mónica Cervera,13415,Spanish actress,human,spanish actress
4693,2024-01,Spain,Carmen_Valero,Carmen Valero,13277,Spanish middle-distance runner (1955–2024),human,spanish middle distance runner 1955–2024
4694,2024-01,Spain,Malcom_Adu_Ares,Malcom Ares,13257,Spanish footballer,human,spanish footballer
4698,2024-01,Mexico,Corey_Harrison,Corey Harrison,13105,American pawnbroker and television personality,human,american pawnbroker television personality
4699,2024-01,Spain,Sergio_Peris-Mencheta,Sergio Peris-Mencheta,13048,Spanish actor,human,spanish actor
4701,2024-01,Spain,Carlos_Sainz,Carlos Sainz,12971,Spanish racing driver,human,spanish racing driver
4704,2024-01,Chile,Griselda_Blanco,Griselda Blanco,12886,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4714,2024-01,Dominican Republic,Eugenio_María_de_Hostos,Eugenio María de Hostos y Boñill4,12675,"Puerto Rican writer, activist and sociologist (1839–1903)",human,puerto rican writer activist sociologist 1839–1903
4715,2024-01,Spain,Lilith_Verstrynge,Lilith Verstrynge,12663,Spanish former politician,human,spanish former politician
4720,2024-01,Spain,Jürgen_Klopp,Jürgen Klopp,12596,German association football manager (born 1967),human,german association football manager born 1967
4727,2024-01,Colombia,Griselda_Blanco,Griselda Blanco,12479,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4731,2024-01,Mexico,Javier_Hernández_Balcázar,Javier Hernández,12383,Mexican association football player (b. 1988),human,mexican association football player b 1988
4732,2024-01,Argentina,Guillermo_Ferraro,Guillermo Ferraro,12374,Argentine politician,human,argentine politician
4733,2024-01,Mexico,Christian_Oliver,Christian Oliver,12368,German actor (1972–2024),human,german actor 1972–2024
4735,2024-01,Mexico,Franz_Beckenbauer,Franz Beckenbauer,12326,German sports official and footballer (1945–2024),human,german sports official footballer 1945–2024
4737,2024-01,Chile,Jorge_Almirón,Jorge Almirón,12271,Argentine football player and manager,human,argentine football player manager
4741,2024-01,Dominican Republic,Juan_Pablo_Duarte,Juan Pablo Duarte,12196,Founder of the Dominican Republic (1813-1876),human,founder dominican republic 1813 1876
4742,2024-01,United States,Luis_Tejada_(futbolista),Luis Tejada,12166,Panamanian footballer (1982–2024),human,panamanian footballer 1982–2024
4745,2024-01,Spain,Carme_Chacón,Carme Chacón,12135,Spanish Defense Minister (1971–2017),human,spanish defense minister 1971–2017
4751,2024-01,Mexico,Javier_Hernández_Balcázar,Javier Hernández,12051,Mexican association football player (b. 1988),human,mexican association football player b 1988
4755,2024-01,Argentina,Jannik_Sinner,Jannik Sinner,11986,Italian tennis player,human,italian tennis player
4757,2024-01,Spain,Daniel_Noboa,Daniel Noboa,11935,President of Ecuador since 2023,human,president ecuador since 2023
4765,2024-01,Spain,Brahim_Díaz,Brahim Abdelkader Díaz,11853,Moroccan association football player,human,moroccan association football player
4777,2024-01,Mexico,Adan_Canto,Adán Canto,11661,Mexican actor (1981–2024),human,mexican actor 1981–2024
4778,2024-01,Spain,Rick_Harrison,Rick Harrison,11654,American TV star,human,american tv star
4780,2024-01,Spain,Brahim_Díaz,Brahim Abdelkader Díaz,11638,Moroccan association football player,human,moroccan association football player
4781,2024-01,Argentina,Camila_Morrone,Camila Morrone,11631,American actress,human,american actress
4785,2024-01,Spain,César_Alierta,César Alierta,11590,Spanish businessman (1945–2024),human,spanish businessman 1945–2024
4786,2024-01,Spain,Miguel_Barroso_(periodista),Miguel Barroso,11570,"Spanish journalist and political advisor, secretary of state for press (2004–2005)",human,spanish journalist political advisor secretary state press 2004–2005
4791,2024-01,Spain,Fernando_Parrado,Nando Parrado,11495,"Uruguayan TV presenter, businessman and former rugby union footballer",human,uruguayan tv presenter businessman former rugby union footballer
4792,2024-01,Mexico,Jeffrey_Epstein,Jeffrey Epstein,11478,American sex offender and financier (1953–2019),human,american sex offender financier 1953–2019
4794,2024-01,Chile,Griselda_Blanco,Griselda Blanco,11420,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4795,2024-01,Chile,Griselda_Blanco,Griselda Blanco,11392,Colombian drug baron (1943–2013),human,colombian drug baron 1943–2013
4796,2024-01,Chile,Pablo_Lescano,Pablo Lescano,11379,Argentinian musician,human,argentinian musician
4798,2024-02,Chile,Sebastian_Piñera,Sebastián Piñera,210137,Chilean entrepreneur and politician (1949–2024),human,chilean entrepreneur politician 1949–2024
4799,2024-02,Chile,Andrea_Bocelli,Andrea Bocelli,179318,Italian tenor and singer-songwriter (born 1958),human,italian tenor singer songwriter born 1958
4801,2024-02,Chile,Sebastián_Piñera,Sebastián Piñera,100078,Chilean entrepreneur and politician (1949–2024),human,chilean entrepreneur politician 1949–2024
4804,2024-02,Spain,José_Luis_Ábalos,José Luis Ábalos,88018,Member of Spanish Congress,human,member spanish congress
4805,2024-02,Spain,Brigitte_Nielsen,Brigitte Nielsen,86648,"Danish actress, model and singer",human,danish actress model singer
4806,2024-02,Mexico,Helena_Rojo,Helena Rojo,77134,Mexican actress and model (1944–2024),human,mexican actress model 1944–2024
4808,2024-02,Spain,Juan_Antonio_Bayona,J. A. Bayona,60633,Spanish film director,human,spanish film director
4810,2024-02,Mexico,Patrick_Mahomes,Patrick Mahomes,57376,American football player (born 1995),human,american football player born 1995
4811,2024-02,Mexico,José_Guadalupe_Posada,José Guadalupe Posada,55098,Mexican lithographer (1852–1913),human,mexican lithographer 1852–1913
4812,2024-02,Mexico,Alfonso_Caso,Alfonso Caso,51039,Mexican archaeologist (1896-1970),human,mexican archaeologist 1896 1970
4813,2024-02,Mexico,Sasha_Montenegro,Sasha Montenegro,48497,Italian-Mexican actress and vedette,human,italian mexican actress vedette
4814,2024-02,Chile,Matteo_Bocelli,Matteo Bocelli,48095,Italian singer,human,italian singer
4816,2024-02,Argentina,Claudio_Rissi,Claudio Rissi,46450,Argentine actor and stage director (1956–2024),human,argentine actor stage director 1956–2024
4817,2024-02,Argentina,Sebastian_Piñera,Sebastián Piñera,46264,Chilean entrepreneur and politician (1949–2024),human,chilean entrepreneur politician 1949–2024
4819,2024-02,Mexico,Travis_Kelce,Travis Kelce,43023,American football player (born 1989),human,american football player born 1989
4821,2024-02,Spain,Alexander_Volkanovski,Alexander Volkanovski,42457,Australian mixed martial artist and kickboxer,human,australian mixed martial artist kickboxer
